Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression pHDB3	Expression pLCV1	qValue pHDB3 vs pLCV1	Fold-change pLCV1/pHDB3
	1490095	1489946	1489911	-	hokB	b4428	toxic polypeptide, small	69	76	1	1.101449275
1490214	1490153	1489986		-	mokB	b1420	regulatory peptide	73	78	1	1.068493151
1490143			1490198	+	sokB	b4429	-	12	9	1	0.75
	1490494	1492134		+	trg	b1421	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor	9	8	1	0.888888889
1493128	1493095	1492172	1492110	-	ydcI	b1422	predicted DNA-binding transcriptional regulator	162	172	1	1.061728395
	1493312	1494655		+	ydcJ	b1423	predicted metalloenzyme	5	5	1	1
1494824	1494880	1496535	1496659	+	opgD	b1424	osmoregulated periplasmic glucan (OPG) biosynthesis periplasmic protein	111	116	1	1.045045045
	1498473	1497493		-	ydcK	b1428	predicted enzyme	6	7	1	1.166666667
	1499586	1500179	1500311	+	tehB	b1430	tellurite resistance protein, SAM-dependent; predicted S-adenosyl-L-methionine-dependent methyltransferase	315	296	1	0.93968254
1500411	1500481	1501149	1501250	+	ydcL	b1431	lipoprotein	147	158	1	1.074829932
1501693	1501741	1502889	1502889	+	insQ	b1432	IS609 transposase B	40	40	1	1
	1504104	1502929		-	ydcO	b1433	inner membrane protein, predicted transporter, function unknown	4	4	1	1
1504179	1504196	1504732	1504732	+	ydcN	b1434	predicted DNA-binding transcriptional regulator	39	39	1	1
1504787	1504805	1506766	1506766	+	ydcP	b1435	predicted peptidase	202	205	1	1.014851485
	1507088	1506858		-	yncJ	b1436	predicted protein	9	8	1	0.888888889
1507531	1507532	1507948	1507990	+	hicB	b1438	antitoxin for the HicAB toxin-antitoxin system; mutational suppressor of null rpoE lethality	74	77	1	1.040540541
	1509678	1510823		+	ydcS	b1440	polyhydroxybutyrate (PHB) synthase, ABC transporter periplasmic binding protein homolog	5	5	1	1
	1510841	1511854		+	ydcT	b1441	predicted spermidine/putrescine transporter subunit	2	2	1	1
	1511855	1512796		+	ydcU	b1442	predicted spermidine/putrescine transporter subunit	3	3	1	1
	1512786	1513580		+	ydcV	b1443	predicted spermidine/putrescine transporter subunit	6	6	1	1
	1513602	1515026		+	prr	b1444	gamma-aminobutyraldehyde dehydrogenase	11	12	1	1.090909091
1515394	1515413	1515586	1515655	+	ydcX	b1445	conserved protein, DUF2566 family	170	191	1	1.123529412
	1516355	1515906	1515906	-	ydcZ	b1447	inner membrane protein, DUF606 family	39	40	1	1.025641026
	1517051	1518088		+	yncB	b1449	predicted NADP-dependent, Zn-dependent oxidoreductase	4	3	1	0.75
	1518286	1518951		+	mcbR	b1450	colanic acid and biofilm gene transcriptional regulator, MqsR-controlled	9	9	1	1
	1524271	1524888		+	yncG	b1454	glutathione S-transferase homolog	2	4	1	2
	1524964	1525176		+	yncH	b1455	conserved protein	0	0	1	#DIV/0!
	1527946	1528428		+	ydcD	b1457	predicted protein	7	8	1	1.142857143
	1529840	1530976		+	ydcC	b1460	conserved protein	2	3	1	1.5
1531058	1531076	1531309	1531309	+	pptA	b1461	4-oxalocrotonate tautomerase	31	31	1	1
	1531875	1531306		-	yddH	b1462	conserved protein	1	1	1	1
	1532048	1532893		+	nhoA	b1463	N-hydroxyarylamine O-acetyltransferase	3	4	1	1.333333333
	1534641	1533961		-	narV	b1465	nitrate reductase 2 (NRZ), gamma subunit	2	2	1	1
	1535333	1534638		-	narW	b1466	nitrate reductase 2 (NRZ), delta subunit (assembly subunit)	2	3	1	1.5
	1536877	1535333		-	narY	b1467	nitrate reductase 2 (NRZ), beta subunit	2	2	1	1
	1540614	1536874		-	narZ	b1468	nitrate reductase 2 (NRZ), alpha subunit	1	1	1	1
	1542084	1540696		-	narU	b1469	nitrate/nitrite transporter	0	0	1	#DIV/0!
	1542743	1542408		-	yddJ	b1470	predicted protein	0	0	1	#DIV/0!
	1545425	1548472		+	fdnG	b1474	formate dehydrogenase-N, alpha subunit, nitrate-inducible	2	2	1	1
	1548485	1549369		+	fdnH	b1475	formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible	5	5	1	1
	1549362	1550015	1550015	+	fdnI	b1476	formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible	32	34	1	1.0625
1550706	1550706	1550422	1550395	-	yddM	b1477	predicted DNA-binding transcriptional regulator	54	58	1	1.074074074
	1551862	1550852		-	adhP	b1478	ethanol-active dehydrogenase/acetaldehyde-active reductase	19	19	1	1
1553764	1553693	1551996	1551899	-	maeA	b1479	malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)	186	197	1	1.059139785
1554073	1553987	1553850	1553850	-	sra	b1480	Stationary-phase-induced ribosome-associated protein	61	67	1	1.098360656
	1554304	1554089		-	bdm	b1481	biofilm-dependent modulation protein	2	2	1	1
1554630	1554649	1555080	1555080	+	osmC	b1482	Lipoyl-dependent Cys-based peroxidase, hydroperoxide resistance; salt-shock inducible membrane protein; peroxiredoxin	67	69	1	1.029850746
	1556062	1555136		-	ddpF	b1483	D,D-dipeptide permease system, ATP-binding component	2	2	1	1
	1557041	1556055		-	ddpD	b1484	D,D-dipeptide permease system, ATP-binding component	2	2	1	1
	1557934	1557038		-	ddpC	b1485	D-ala-D-ala transporter subunit	4	4	1	1
	1558953	1557931		-	ddpB	b1486	D-ala-D-ala transporter subunit	1	1	1	1
	1560505	1558955		-	ddpA	b1487	D-ala-D-a la transporter subunit	2	2	1	1
	1561100	1560519		-	ddpX	b1488	D-ala-D-ala dipeptidase, Zn-dependent	1	1	1	1
	1563757	1561358		-	dosP	b1489	oxygen sensor, c-di-GMP phosphodiesterase, heme-regulated; cold- and stationary phase-induced bioflim regulator	2	2	1	1
	1565164	1563782		-	dosC	b1490	diguanylate cyclase; cold- and stationary phase-induced oxygen-dependent biofilm regulator; positively regulates csgBAC and pgaABCD	6	6	1	1
1566865	1566847	1565528	1565528	-	yddW	b1491	liprotein, glycosyl hydrolase homolog	65	69	1	1.061538462
	1568513	1566978		-	gadC	b1492	predicted glutamate:gamma-aminobutyric acid antiporter	4	3	1	0.75
	1570069	1568669		-	gadB	b1493	glutamate decarboxylase B, PLP-dependent	1	2	1	2
	1573226	1570431		-	pqqL	b1494	predicted peptidase	17	16	1	0.941176471
	1575643	1573271		-	yddB	b1495	predicted porin protein	14	12	1	0.857142857
	1577366	1575681		-	yddA	b1496	fused predicted multidrug transporter subunits of ABC superfamily: membrane component/ATP-binding component	12	10	1	0.833333333
	1578814	1577657		-	ydeM	b1497	conserved protein	2	2	1	1
	1580548	1578866		-	ydeN	b1498	conserved protein	4	6	1	1.5
	1581711	1580950		-	ydeO	b1499	transcriptional activator for mdtEF	4	3	1	0.75
	1581983	1581786		-	safA	b1500	Two component system connector membrane protein, EvgSA to PhoQP	0	2	1	#DIV/0!
	1584510	1582231		-	ydeP	b1501	predicted oxidoreductase	6	5	1	0.833333333
	1585758	1584844		-	ydeQ	b1502	predicted fimbrial-like adhesin protein	1	2	1	2
	1586320	1585817		-	ydeR	b1503	predicted fimbrial-like adhesin protein	3	2	1	0.666666667
	1586863	1586333		-	ydeS	b1504	predicted fimbrial-like adhesin protein	3	3	1	1
1590500	1590466	1590200		-	hipB	b1508	antitoxin of HipAB toxin-antitoxin system	109	123	1	1.128440367
	1598233	1596641		-	lsrK	b1511	autoinducer-2 (AI-2) kinase	7	7	1	1
	1599265	1598312		-	lsrR	b1512	lsr operon transcriptional repressor	13	16	1	1.230769231
	1599514	1601049		+	lsrA	b1513	Autoinducer 2 import ATP-binding protein	0	1	1	#DIV/0!
	1601043	1602071		+	lsrC	b1514	Autoinducer 2 import system permease protein	1	1	1	1
	1602071	1603063		+	lsrD	b1515	autoinducer 2 import system permease protein	0	1	1	#DIV/0!
	1603075	1604097		+	lsrB	b1516	autoinducer 2-binding protein	2	2	1	1
	1604124	1604999		+	lsrF	b1517	putative autoinducer-2 (AI-2) aldolase	5	5	1	1
	1605023	1605313		+	lsrG	b1518	autoinducer-2 (AI-2) degrading protein LsrG	14	12	1	0.857142857
	1605370	1606128		+	tam	b1519	trans-aconitate methyltransferase	8	10	1	1.25
	1608704	1607253		-	uxaB	b1521	altronate oxidoreductase, NAD-dependent	5	7	1	1.4
	1609878	1608931		-	yneF	b1522	predicted diguanylate cyclase	14	14	1	1
	1610349	1609990	1609879	-	yneG	b1523	conserved protein	39	40	1	1.025641026
1612733	1612727	1611339	1611315	-	sad	b1525	succinate semialdehyde dehydrogenase, NAD(P)+-dependent	38	37	1	0.973684211
1612820	1612828	1613709	1613709	+	yneJ	b1526	predicted DNA-binding transcriptional regulator	33	30	1	0.909090909
	1613787	1614902		+	yneK	b1527	predicted protein	1	1	1	1
1617579	1617598	1617981	1618012	+	marA	b1531	DNA-binding transcriptional dual activator of multiple antibiotic resistance	217	221	1	1.01843318
1618013	1618013	1618231	1618231	+	marB	b1532	predicted protein	26	25	1	0.961538462
1619161	1619161	1618262	1618262	-	eamA	b1533	cysteine and O-acetyl-L-serine efflux system	40	39	1	0.975
	1619356	1620543		+	ydeE	b1534	predicted transporter	15	16	1	1.066666667
1620628	1620670	1620765	1620884	+	yneM	b4599	expressed protein, membrane-associated	167	177	1	1.05988024
1620938			1620841	-	mgrR	b4698	-	4	5	1	1.25
	1621874	1620984		-	ydeH	b1535	diguanylate cyclase, required for pgaD induction	18	18	1	1
	1622521	1622129		-	ydeI	b1536	conserved protein	3	3	1	1
	1622797	1623315		+	ydeJ	b1537	conserved protein	5	5	1	1
1625426	1625404	1623359	1623349	-	dcp	b1538	dipeptidyl carboxypeptidase II	129	133	1	1.031007752
1625514	1625541	1626287	1626348	+	ydfG	b1539	Malonic semialdehyde reductase, NADPH-dependent; L-allo-threonine dehydrogenase, NAD(P)-dependent; also oxidizes L-serine, D-serine, D-threonine and 3-hydroxyisobutyrate	286	290	1	1.013986014
1626361	1626376	1627062	1627178	+	ydfH	b1540	predicted DNA-binding transcriptional regulator	165	168	1	1.018181818
	1628937	1627477		-	ydfI	b1542	predicted mannonate dehydrogenase	16	18	1	1.125
	1631063	1631329		+	ydfK	b1544	Qin prophage; cold shock gene	2	2	1	1
	1631646	1632236		+	pinQ	b1545	Qin prophage; predicted site-specific recombinase	3	4	1	1.333333333
	1632909	1632334		-	tfaQ	b1546	Qin prophage; predicted tail fibre assembly protein	6	5	1	0.833333333
	1633871	1632909		-	stfQ	b1547	Qin prophage; predicted side tail fibre assembly protein	1	1	1	1
	1634780	1635013		+	ynfO	b4533	hypothetical protein, Qin prophage	0	0	1	#DIV/0!
1635048	1635071	1635481	1635481	+	ydfO	b1549	Qin prophage; predicted protein	38	35	1	0.921052632
	1636133	1635978		-	ynfN	b1551	Qin prophage; cold shock-induced protein	1	1	1	1
	1636691	1636479		-	cspI	b1552	Qin prophage; cold shock protein	5	2	1	0.4
	1637551	1637054		-	rzpQ	b1553	Rz-like equivalent, Qin prophage	2	2	1	1
	1637358	1637104		-	rzoQ	b4689	probable Rz1-like lipoprotein, Qin prophage	2	2	1	1
	1638081	1637548		-	arrQ	b1554	Qin prophage; predicted lysozyme	3	2	1	0.666666667
	1638389	1638078		-	ydfR	b1555	Qin prophage; predicted protein	2	3	1	1.5
	1638609	1638394		-	essQ	b1556	Qin prophage; predicted S lysis protein	6	6	1	1
1639879	1639879	1640091	1640345	+	cspF	b1558	Qin prophage; cold shock protein	76	81	1	1.065789474
	1641265	1640513		-	quuQ	b1559	Qin prophage; predicted antitermination protein Q	6	5	1	0.833333333
	1642328	1641279		-	ydfU	b1560	Qin prophage; predicted protein	2	2	1	1
1642950	1642926	1642675	1642675	-	rem	b1561	Qin prophage; predicted protein	86	78	1	0.906976744
1643369	1643298	1643143	1643130	-	hokD	b1562	Qin prophage; small toxic polypeptide	159	144	1	0.905660377
	1643657	1643370	1643370	-	relE	b1563	Qin prophage; toxin of the RelE-RelB toxin-antitoxin system	412	385	1	0.934466019
	1643921	1644226		+	ydfV	b1565	Qin prophage; predicted protein	2	1	1	0.5
	1644429	1644761		+	flxA	b1566	Qin prophage; predicted protein	4	5	1	1.25
	1645874	1645644		-	dicC	b1569	Qin prophage; DNA-binding transcriptional regulator for DicB	13	8	1	0.615384615
1645955	1645958	1646365	1646365	+	dicA	b1570	Qin prophage; predicted regulator for DicB	293	274	1	0.935153584
1646688	1646689	1646817	1646846	+	ydfB	b1572	Qin prophage; predicted protein	37	28	1	0.756756757
	1646847	1647065		+	ydfC	b1573	conserved protein, Qin prophage	17	16	1	0.941176471
1647406			1647458	+	dicF	b1574	-	5	3	1	0.6
	1647633	1647821		+	dicB	b1575	Qin prophage; cell division inhibition protein	4	3	1	0.75
	1647818	1648009		+	ydfD	b1576	Qin prophage; predicted protein	5	4	1	0.8
	1651939	1650920		-	rspB	b1580	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	2	3	1	1.5
	1653165	1651951		-	rspA	b1581	bifunctional D-altronate/D-mannonate dehydratase	1	1	1	1
1653752	1653832	1654173	1654173	+	ynfB	b1583	predicted protein	656	648	1	0.987804878
1654174	1654208	1654768	1654846	+	speG	b1584	spermidine N1-acetyltransferase	406	406	1	1
1655505	1655481	1654771	1654591	-	ynfC	b1585	lipoprotein, UPF0257 family	152	144	1	0.947368421
1655582	1655589	1655894	1655894	+	ynfD	b1586	predicted protein	29	28	1	0.965517241
	1656093	1658519		+	ynfE	b1587	probable selenate reductase, periplasmic	1	1	1	1
	1658580	1661003		+	ynfF	b1588	S- and N-oxide reductase, A subunit, periplasmic	11	12	1	1.090909091
	1661014	1661631		+	ynfG	b1589	oxidoreductase, Fe-S subunit	12	10	1	0.833333333
1661633	1661633	1662487	1662529	+	ynfH	b1590	oxidoreductase, membrane subunit	136	139	1	1.022058824
	1663339	1664595		+	clcB	b1592	chloride channel, voltage-gated	12	12	1	1
1665331	1665243	1664548	1664548	-	ynfK	b1593	predicted dethiobiotin synthetase	29	26	1	0.896551724
1666610	1666588	1665368	1665244	-	dgsA	b1594	Global DNA-binding transcriptional repressor; autorepressor; required for anaerobic growth on glucosamine	73	77	1	1.054794521
	1667616	1666723		-	ynfL	b1595	predicted DNA-binding transcriptional regulator	11	10	1	0.909090909
	1667723	1668976		+	ynfM	b1596	predicted transporter	18	16	1	0.888888889
	1669400	1669708		+	asr	b1597	acid shock-inducible periplasmic protein	4	6	1	1.5
	1669801	1669884		+	ydgU	b4601	hypothetical protein	0	0	1	#DIV/0!
	1671173	1670844	1670844	-	mdtI	b1599	multidrug efflux system transporter	26	22	1	0.846153846
1671797	1671525	1671160		-	mdtJ	b1600	multidrug efflux system transporter	57	53	1	0.929824561
	1671937	1672971		+	tqsA	b1601	pheromone AI-2 transporter	7	6	1	0.857142857
1674384	1674384	1672996	1672996	-	pntB	b1602	pyridine nucleotide transhydrogenase, beta subunit	303	313	1	1.0330033
1676050	1675927	1674395	1674385	-	pntA	b1603	pyridine nucleotide transhydrogenase, alpha subunit	248	255	1	1.028225806
1676396	1676451	1677395	1677395	+	ydgH	b1604	predicted protein	136	136	1	1
1679000	1679000	1679722	1679722	+	folM	b1606	dihydromonapterin reductase, NADPH-dependent; dihydrofolate reductase isozyme	38	42	1	1.105263158
	1680054	1679719		-	ydgC	b1607	inner membrane protein, GlpM family	24	24	1	1
1680170	1680183	1680902	1680902	+	rstA	b1608	multicopy supressor of yjeE, yeaZ or ygjD deletion lethality, predicted response regulator of two-component regulatory system with sensor protein RstB	165	166	1	1.006060606
1680903	1680906	1682207	1682240	+	rstB	b1609	sensory histidine kinase in two-component regulatory system with RstA	87	85	1	0.977011494
1686444	1686401	1684755	1684672	-	fumA	b1612	fumarate hydratase (fumarase A), aerobic Class I	447	466	1	1.042505593
1686576	1686600	1687775	1687826	+	manA	b1613	mannose-6-phosphate isomerase	226	227	1	1.004424779
1687804	1687876	1689384	1689407	+	ydgA	b1614	conserved protein, DUF945 family	467	474	1	1.014989293
	1690875	1689610		-	uidC	b1615	predicted outer membrane porin protein	1	2	1	2
	1692287	1690914		-	uidB	b1616	glucuronide transporter	1	1	1	1
	1694095	1692284		-	uidA	b1617	beta-D-glucuronidase	2	3	1	1.5
1697206	1697204	1696176	1696176	-	malI	b1620	transcriptional repressor of Mal regulon	32	30	1	0.9375
1697379	1697379	1698971	1698971	+	malX	b1621	fused maltose and glucose-specific PTS enzymes: IIB component, IIC component	24	29	1	1.208333333
1698972	1698981	1700153	1700153	+	malY	b1622	bifunctional beta-cystathionase, PLP-dependent/ regulator of maltose regulon	54	61	1	1.12962963
1700238	1700257	1701258	1701258	+	add	b1623	adenosine deaminase	46	52	1	1.130434783
1702355	1702332	1701292	1701292	-	ydgJ	b1624	predicted oxidoreductase	92	90	1	0.97826087
1702547	1702575	1702700	1702972	+	blr	b4409	beta-lactam resistance membrane protein	147	138	1	0.93877551
1702850	1702973	1703188	1703273	+	cnu	b1625	oriC-binding complex H-NS/Cnu; binds 26 bp cnb site; also forms a complex with StpA	190	212	1	1.115789474
1703189	1703274	1703714	1703772	+	ydgK	b1626	inner membrane protein, DUF2569 family	270	251	1	0.92962963
1703780	1703791	1704372		+	rsxA	b1627	electron transport complex protein required for the reduction of SoxR	234	219	1	0.935897436
	1704372	1704950		+	rsxB	b1628	electron transport complex protein, iron-sulfur protein, required for the reduction of SoxR	157	157	1	1
	1704943	1707165		+	rsxC	b1629	electron transport complex protein required for the reduction of SoxR; predicted membrane-associated NADH oxidoreductase	110	112	1	1.018181818
	1707166	1708224	1708227	+	rsxD	b1630	electron transport complex protein required for the reduction of SoxR; predicted membrane protein	136	129	1	0.948529412
1708228	1708228	1708848	1708851	+	rsxG	b1631	electron transport complex protein required for the reduction of SoxR	172	168	1	0.976744186
1708849	1708852	1709547		+	rsxE	b1632	electron transport complex inner membrane NADH-quinone reductase required for the reduction of SoxR	171	169	1	0.988304094
	1709547	1710182	1710210	+	nth	b1633	DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III)	156	160	1	1.025641026
1712366	1712401	1713006	1713058	+	gst	b1635	glutathionine S-transferase	174	180	1	1.034482759
1713971	1713913	1713050	1713050	-	pdxY	b1636	pyridoxamine kinase	107	118	1	1.102803738
1716058	1716031	1715375	1715301	-	pdxH	b1638	pyridoxine 5'-phosphate oxidase	329	326	1	0.990881459
	1716419	1716090		-	mliC	b1639	inhibitor of c-type lysozyme, membrane-bound; predicted lipoprotein	14	17	1	1.214285714
	1717626	1716517		-	anmK	b1640	anhydro-N-acetylmuramic acid kinase	22	25	1	1.136363636
1717778	1717900	1718367	1718757	+	slyB	b1641	outer membrane lipoprotein	2358	2233	1	0.946988974
1718893	1718848	1718414	1718414	-	slyA	b1642	DNA-binding transcriptional activator	306	317	1	1.035947712
	1720145	1722157		+	ydhK	b1645	Efflux protein family (PET) component of predicted YdhJK efflux pump	19	19	1	1
1722759	1722679	1722158	1722158	-	sodC	b1646	superoxide dismutase, Cu, Zn	36	34	1	0.944444444
1723675	1723656	1722760	1722680	-	ydhF	b1647	predicted oxidoreductase	133	128	1	0.962406015
	1723944	1723705		-	ydhL	b1648	conserved protein	8	4	1	0.5
1724047	1724047	1724646	1724646	+	nemR	b1649	transcriptional repressor for the nem operon, NEM-inactivated	29	29	1	1
1725837	1725861	1726268	1726268	+	gloA	b1651	glyoxalase I, Ni-dependent	764	752	1	0.984293194
	1727111	1731727		+	lhr	b1653	predicted ATP-dependent helicase	6	6	1	1
	1735314	1734145		-	ydhP	b1657	predicted transporter	20	17	1	0.85
1735569	1735569	1735480	1735440	-	ynhF	b4602	hypothetical protein	27	23	1	0.851851852
1737844	1737822	1736890	1736890	-	ydhB	b1659	predicted DNA-binding transcriptional regulator	39	37	1	0.948717949
1737935	1737935	1739146	1739282	+	ydhC	b1660	predicted transporter	107	103	1	0.962616822
1741480	1741266	1740625	1740572	-	ribC	b1662	riboflavin synthase, alpha subunit	446	458	1	1.02690583
1744459			1744535	+	valV	b1665	Val tRNA	245	238	1	0.971428571
1744540			1744616	+	valW	b1666	Val tRNA	382	352	1	0.921465969
1744617	1744724	1745029	1745029	+	ydhR	b1667	predicted monooxygenase	397	393	1	0.989924433
	1745155	1746759		+	ydhS	b1668	conserved protein with FAD/NAD(P)-binding domain	3	3	1	1
	1747583	1746771		-	ydhT	b1669	conserved protein	5	6	1	1.2
	1748372	1747587		-	ydhU	b1670	predicted cytochrome	9	10	1	1.111111111
	1749037	1748369		-	ydhX	b1671	predicted 4Fe-4S ferridoxin-type protein	3	2	1	0.666666667
	1749748	1749101		-	ydhW	b1672	predicted protein	7	5	1	0.714285714
	1751854	1749752		-	ydhV	b1673	predicted oxidoreductase	1	1	1	1
	1752501	1751875		-	ydhY	b1674	predicted 4Fe-4S ferridoxin-type protein	0	1	1	#DIV/0!
1753503	1753722	1755134	1755151	+	pykF	b1676	pyruvate kinase I	1340	1296	1	0.967164179
1755708			1755489	-	-	predicted RNA	antisense: lpp	5743	5134	1	0.893957862
	1756749	1755745		-	ynhG	b1678	murein L,D-transpeptidase	13	13	1	1
